Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
50762,49,1,10,0,4460,0,0,1,0,0,15,2,1,1,0,1,41,0,0,0,3,0,1
65846,21,1,12,2,6216,3,0,2,0,0,17,0,2,3,0,1,84,0,0,1,1,3,0
36559,44,1,7,2,8156,1,1,0,0,1,20,0,2,3,1,2,78,1,0,1,3,0,1
6548,29,1,9,4,7256,3,0,1,1,0,40,2,1,1,0,1,13,0,0,1,2,1,1
70228,34,0,13,1,7599,2,3,2,0,1,85,0,2,1,2,1,26,1,0,0,1,1,1
27079,26,0,9,4,9995,1,0,0,0,0,73,4,1,4,0,1,68,0,0,0,3,0,0
25709,48,0,24,3,6431,2,3,0,0,1,10,0,1,3,0,0,71,0,0,0,2,1,0
67108,26,1,10,4,7624,1,0,0,3,0,12,2,1,1,0,0,14,0,0,0,2,0,1
1501,19,1,10,0,2931,2,3,0,0,0,90,1,2,0,0,1,72,0,0,0,3,1,0
24236,24,1,2,4,9015,2,0,1,1,1,73,2,2,1,2,1,31,0,0,1,2,0,1
13790,47,1,20,1,9360,2,1,0,4,0,83,2,2,4,1,1,54,0,0,1,2,1,1
6856,36,0,6,0,3687,1,3,0,1,0,38,3,1,0,1,0,24,0,0,0,3,2,0
64675,18,0,5,4,6830,2,1,0,0,0,50,3,1,0,2,1,79,0,0,0,3,0,1
61522,58,1,47,3,6157,1,3,0,2,0,56,0,0,1,1,1,81,0,0,0,2,3,0
55224,31,1,12,4,11775,1,2,0,0,0,68,2,0,0,1,1,73,0,1,0,1,1,0
5171,33,1,11,1,8628,0,3,0,0,0,29,1,1,3,0,0,72,0,0,0,2,1,1
9143,42,1,7,3,4976,3,2,2,0,0,69,0,1,0,0,1,71,0,0,0,2,0,0
38318,40,1,6,4,7782,0,0,1,0,1,2,1,0,1,0,1,39,0,0,0,2,0,0
70131,31,1,6,1,9655,2,2,1,0,0,46,0,2,0,0,1,34,0,0,0,2,2,0
14496,45,0,30,3,5717,1,3,0,0,1,33,2,0,0,0,2,77,1,0,0,1,2,0
64046,46,1,15,4,8738,0,3,0,2,0,43,1,2,1,0,2,64,0,0,0,2,0,0
6008,51,1,35,2,7870,1,0,0,1,0,8,1,1,3,2,1,84,0,0,0,3,1,1
61307,30,1,14,0,4662,1,3,1,2,1,4,0,0,0,0,1,68,0,0,0,2,0,1
58503,18,1,9,4,9391,0,0,0,0,0,2,2,2,2,0,2,49,0,1,1,2,3,0
73407,41,1,12,0,4397,2,3,0,1,0,88,2,2,2,1,0,75,0,0,1,2,0,1
6960,42,1,12,0,4474,3,1,0,0,1,10,4,2,0,1,1,27,1,0,0,2,2,1
42633,44,0,27,3,7043,1,3,2,0,0,35,1,1,1,1,2,71,0,0,0,2,0,1
43703,53,1,22,2,8890,1,0,0,1,0,33,2,1,1,0,2,34,0,0,0,2,1,0
71858,50,1,38,2,8163,1,2,0,0,1,81,3,1,1,0,2,103,0,0,0,0,2,0
20183,44,1,24,3,6348,0,0,3,0,1,60,2,2,1,1,1,27,0,0,1,2,1,1
27813,58,0,11,4,10134,0,2,0,0,1,86,2,1,3,2,1,14,0,0,0,1,0,1
8971,31,1,8,4,8891,2,3,2,4,0,67,2,1,3,1,2,18,0,0,1,3,0,1
71458,30,1,13,3,5635,1,0,0,0,0,58,0,1,2,0,1,51,0,0,0,1,0,0
68904,23,0,14,3,6621,0,3,0,0,1,69,1,2,0,1,1,78,0,0,0,2,2,0
31680,54,0,29,3,6201,0,0,0,2,1,31,0,0,0,0,1,89,0,0,0,2,0,1
67885,53,1,14,0,4718,2,0,0,0,0,26,2,1,2,0,1,72,0,0,1,1,3,1
73401,24,0,11,2,7949,2,2,2,0,0,41,2,1,4,0,0,79,1,0,0,2,2,1
64629,19,1,8,4,9403,2,3,2,0,1,76,0,1,0,1,1,42,0,0,0,2,0,1
5099,35,1,16,4,11214,1,3,0,0,0,10,3,2,0,1,1,88,0,0,0,1,1,0
66775,57,1,38,0,4542,0,0,0,0,0,7,1,2,2,1,1,62,0,0,0,2,1,1
30793,47,0,7,4,6811,2,0,0,0,1,51,3,0,5,0,1,62,0,0,0,1,2,0
54537,31,1,17,4,6260,2,0,0,0,0,88,3,1,2,2,0,50,1,0,1,2,2,1
45354,58,1,29,4,9253,1,0,0,3,0,34,3,1,1,1,1,41,0,0,0,2,1,1
19899,38,0,25,3,6221,2,0,2,2,0,90,1,1,5,1,0,28,0,0,0,0,2,1
16399,47,1,24,4,9003,1,2,0,0,0,19,3,0,0,1,1,28,1,0,0,0,0,1
19966,32,0,12,1,9476,3,3,0,1,0,28,2,1,3,0,2,31,0,0,0,2,0,1
19274,51,1,31,0,3233,3,1,1,2,0,81,2,2,1,0,2,76,0,0,0,2,0,0
70839,29,1,9,3,6173,1,1,0,2,0,91,2,2,0,1,1,75,0,0,0,2,1,0
15720,26,0,10,1,6584,2,0,0,1,1,67,2,1,2,0,1,11,1,0,0,2,0,1
45632,23,1,11,3,7147,2,3,0,0,0,10,2,0,3,0,1,26,1,1,0,2,2,1
66120,49,1,1,3,5763,3,3,1,0,0,46,1,2,2,0,1,60,0,0,0,1,1,0
2486,21,0,12,0,4709,2,1,0,3,1,94,0,0,0,1,1,48,0,0,0,3,1,0
60491,35,0,6,4,7999,1,0,0,0,0,98,3,2,1,0,0,53,0,0,0,1,2,0
40890,30,0,21,4,12661,3,2,2,0,1,88,0,1,0,2,0,29,0,0,0,0,3,1
48567,45,0,17,1,8476,2,2,0,0,0,41,2,0,0,2,0,20,0,0,0,2,2,1
62316,54,0,26,2,7867,1,2,1,0,1,38,1,0,1,1,0,65,0,0,0,3,0,0
69514,47,0,39,4,7017,1,0,2,1,1,85,2,1,0,1,0,108,0,0,0,2,2,1
36183,58,1,20,1,6546,3,0,0,1,0,36,3,1,0,1,1,72,0,0,0,3,2,1
7584,47,0,21,0,4189,2,0,2,0,0,5,0,1,1,1,1,90,0,0,0,2,1,1
62474,53,0,24,0,5256,1,0,0,1,0,99,2,0,1,1,1,58,0,0,0,3,0,1
63270,29,1,7,0,6062,2,0,0,1,0,23,0,1,0,0,2,55,1,1,0,0,2,1
22402,51,0,14,0,4763,2,1,0,2,1,68,3,1,1,2,2,24,0,0,0,3,0,1
59169,34,0,23,0,4066,1,0,0,0,1,43,3,2,3,1,1,81,1,0,0,1,1,1
45249,45,1,33,2,7559,3,2,2,1,1,84,1,1,3,0,1,49,0,0,0,1,1,0
11719,46,0,20,4,8316,1,0,0,0,1,72,0,1,1,2,2,92,0,0,0,1,1,1
18128,22,1,9,4,10002,1,3,0,2,1,50,1,2,2,0,0,41,1,0,0,2,2,0
14305,19,0,6,2,9542,2,3,0,2,0,33,1,2,1,0,1,57,0,0,0,1,1,0
25546,35,0,7,2,6982,2,2,0,0,0,51,1,1,1,1,1,22,0,0,0,3,1,0
4614,40,0,22,2,6851,3,0,0,0,1,50,1,2,4,0,1,75,0,0,0,2,0,0
61554,48,0,21,2,7069,2,1,2,0,0,16,0,2,1,0,1,99,0,0,0,3,0,0
8798,34,1,12,0,4200,0,0,0,0,0,79,1,1,4,0,1,73,0,0,0,2,0,1
15219,56,1,37,0,3880,0,1,2,0,0,30,0,0,3,2,1,87,0,0,0,0,2,1
74426,37,1,12,2,8178,3,0,2,2,0,74,1,0,2,2,1,38,0,0,1,1,1,1
46461,20,1,9,2,9195,1,0,0,1,0,3,0,1,2,2,2,28,1,0,0,3,0,1
74497,27,0,12,1,10017,2,0,2,0,0,52,0,2,1,0,1,21,0,0,0,2,1,0
45564,30,0,14,3,6714,2,0,1,2,0,9,3,2,1,2,1,87,0,0,0,0,2,0
63528,40,1,17,1,9270,2,1,3,0,0,48,3,2,0,2,0,75,0,0,1,1,2,0
17402,31,1,10,0,3655,0,0,0,2,0,29,1,2,4,0,1,82,1,0,0,2,1,1
45968,18,1,9,4,8221,1,2,0,2,0,48,0,1,2,1,0,74,0,0,0,1,1,1
12568,22,1,7,4,11368,3,3,0,0,0,24,2,1,2,0,1,49,0,0,0,2,2,0
32467,43,1,35,2,9842,1,0,0,1,0,11,1,2,4,0,2,50,0,0,0,1,2,0
54909,42,1,29,1,9397,2,3,0,0,1,64,3,0,2,1,1,75,0,0,0,2,1,0
32119,27,0,4,4,10250,1,3,0,0,1,34,4,1,1,2,1,20,0,0,0,2,0,1
12011,43,1,1,1,6876,2,0,0,0,0,13,1,2,1,2,1,56,0,0,0,2,1,1
61926,28,1,14,0,4119,1,0,0,0,0,84,1,2,1,1,2,78,0,0,0,3,1,0
3225,53,1,18,0,4252,3,3,1,0,0,98,3,1,0,0,1,58,0,0,0,1,2,0
60791,47,0,15,2,9811,1,2,0,1,0,35,0,2,1,2,2,79,0,1,0,2,0,1
9252,43,1,16,0,4084,2,3,0,0,0,54,0,1,3,0,2,29,0,0,0,0,0,0
37793,24,1,3,2,8009,1,0,0,2,1,73,3,2,2,0,2,24,0,0,0,2,1,0
58597,41,0,4,0,4947,0,0,0,0,0,78,0,2,3,2,2,54,0,0,0,2,1,0
61268,35,1,8,0,3671,2,0,0,1,0,72,2,2,0,0,0,27,0,0,0,2,1,0
35014,37,1,6,1,10207,3,0,0,1,0,27,1,1,3,0,1,50,0,0,0,0,2,1
18797,49,0,15,0,4893,0,0,0,0,0,37,1,0,0,1,1,86,1,0,0,1,0,1
8368,53,1,25,3,5593,3,0,0,0,0,35,3,2,5,0,1,83,0,0,0,2,2,0
12323,30,1,14,2,7848,0,0,0,0,0,2,3,2,3,0,1,46,0,0,0,2,1,0
50638,44,0,24,0,4353,2,3,0,0,0,17,2,1,2,0,1,65,0,0,0,2,2,1
33242,57,1,18,2,6884,2,2,1,2,0,66,1,1,5,1,2,60,0,0,0,2,1,1
1469,57,1,10,0,4895,2,0,2,2,1,63,1,1,3,0,2,41,0,0,0,1,1,0
46974,21,1,7,3,5568,2,3,0,0,0,53,2,2,1,1,0,37,0,0,1,2,2,0
6284,22,0,1,0,6593,3,0,1,0,0,64,1,0,1,2,1,69,1,0,0,2,2,1
65095,27,0,3,3,5459,3,0,0,1,0,61,3,1,1,0,2,48,0,0,0,2,1,0
60243,22,0,1,2,8285,0,3,1,1,0,27,3,1,1,1,1,74,0,0,0,0,1,1
5816,41,1,22,4,11412,2,0,2,1,0,54,0,2,0,1,1,96,0,0,0,3,3,1
37694,53,1,11,3,5679,1,1,1,1,0,82,2,2,0,0,2,69,0,0,0,2,3,0
27409,47,1,38,2,9472,2,3,1,1,0,45,0,1,1,1,1,41,1,0,0,3,2,0
60462,37,0,11,4,11248,3,2,0,3,0,25,1,2,3,2,2,50,1,0,0,0,2,1
44405,39,0,27,0,4829,2,0,0,2,0,77,1,2,1,1,0,63,0,1,0,2,0,1
4930,56,1,42,2,8614,2,1,0,0,1,9,2,2,0,0,0,84,0,0,1,2,2,0
17387,37,0,11,1,12590,3,0,2,1,0,95,3,2,1,0,2,80,0,0,0,3,1,0
61090,33,1,12,1,8072,2,2,3,2,0,95,0,1,1,1,1,43,0,0,0,2,0,1
11973,19,0,2,3,5207,3,0,0,2,0,16,0,1,4,1,0,49,0,0,1,0,1,1
58928,39,1,21,4,6498,1,3,0,1,0,1,2,0,1,0,1,75,0,0,0,3,0,0
1201,21,1,5,3,6419,2,0,3,0,0,32,3,2,3,1,0,80,0,0,0,2,2,0
71737,42,1,12,4,9448,3,0,0,0,0,83,1,0,3,1,1,88,0,0,0,1,2,0
23863,21,1,6,1,10343,1,2,0,0,0,39,3,2,3,2,2,41,0,0,0,2,1,1
63088,59,0,2,4,10000,0,3,2,1,1,53,3,2,0,0,0,12,0,0,0,3,1,0
31433,18,1,1,4,9318,1,0,1,0,1,54,1,1,0,0,1,33,0,0,0,2,3,0
60672,39,1,29,3,6366,2,3,0,2,0,55,3,1,1,1,1,91,0,0,0,0,1,1
32749,48,1,22,2,8084,1,2,0,0,0,95,0,2,0,1,1,23,1,0,1,3,2,1
22996,38,1,23,2,7995,2,0,0,0,0,25,1,2,1,2,1,55,0,0,0,3,1,1
65292,57,0,46,4,7836,1,1,0,2,0,26,0,2,0,1,2,114,0,0,1,3,1,0
39935,54,0,25,4,6606,2,2,0,2,1,37,1,0,0,1,2,74,0,0,0,2,1,0
39360,30,0,4,3,6034,1,0,0,0,0,45,3,1,3,0,2,80,0,1,0,2,1,0
52623,45,1,24,4,9705,2,0,0,1,0,17,2,0,1,2,2,67,1,0,0,1,1,1
70267,44,1,17,4,6838,0,3,0,0,0,30,1,1,2,0,0,44,1,0,1,1,0,1
52202,40,1,7,0,6374,1,0,0,0,0,61,1,0,1,0,2,13,0,0,1,2,1,1
71744,34,0,26,0,3807,1,0,1,1,0,96,3,1,0,0,2,93,1,0,0,2,2,1
33232,52,0,31,2,7818,1,0,3,1,1,39,3,2,3,1,1,32,0,0,0,0,1,0
68573,42,1,10,1,8425,0,0,1,1,1,53,0,1,0,1,1,63,0,0,0,3,2,1
41625,50,0,42,0,4925,3,3,2,1,1,1,3,0,3,1,1,70,0,0,0,2,0,1
31849,28,1,18,1,9266,3,2,2,0,0,25,1,1,3,1,1,22,1,0,0,3,2,1
28133,33,1,10,1,8480,0,2,0,1,0,43,2,1,5,0,2,60,0,0,0,1,3,0
58890,28,1,19,4,8511,3,2,0,1,1,9,4,0,0,0,1,83,0,0,1,1,0,1
49404,37,0,17,1,11666,2,0,0,2,1,27,3,0,1,1,1,39,0,0,0,2,1,1
55702,37,0,17,0,4654,1,2,0,3,0,32,4,2,2,2,2,21,0,0,1,2,0,1
68715,39,1,27,4,8902,1,2,2,2,0,91,4,0,0,0,1,98,1,0,0,3,0,1
33021,28,0,12,0,4251,1,2,2,1,0,29,0,1,1,1,1,18,0,0,0,3,2,0
42087,44,0,35,0,2964,1,0,0,0,1,71,0,0,0,0,2,83,0,0,0,3,2,0
64939,19,0,7,2,7530,1,0,3,0,1,76,4,0,1,1,2,18,0,0,0,2,0,0
59220,26,1,17,2,8568,0,0,0,2,0,78,2,1,0,0,1,72,0,0,0,2,1,1
2803,45,1,13,0,3864,2,2,0,0,0,39,1,2,2,1,2,45,0,0,0,2,2,0
23424,27,1,6,0,4705,3,1,0,0,1,59,3,1,0,2,1,77,0,1,0,1,0,1
7178,44,1,22,2,8325,2,1,0,0,0,35,0,2,0,2,1,56,1,1,0,1,1,1
35869,55,1,16,1,6171,1,0,0,0,1,80,3,1,4,0,2,85,0,0,1,3,1,0
20752,30,1,15,0,5227,2,0,0,1,0,81,4,1,0,0,0,64,0,0,0,3,2,0
19884,49,1,14,0,3611,2,0,3,2,1,68,0,2,0,1,0,61,0,0,0,2,0,0
48581,29,0,14,1,10737,1,1,1,0,1,62,1,1,0,0,2,34,0,0,1,0,1,0
15410,33,1,4,0,5262,1,3,0,2,0,82,1,2,3,1,1,70,0,0,0,2,1,0
52471,42,1,32,2,8131,0,1,2,2,1,24,3,2,3,1,2,74,1,0,0,1,1,0
36834,48,0,29,3,5213,2,0,1,0,0,63,0,1,1,0,1,36,0,0,0,2,1,1
14179,55,0,14,3,6435,2,0,0,0,0,68,0,2,1,0,0,68,0,0,0,2,1,0
73169,50,0,17,2,7908,1,3,0,2,1,87,1,0,0,1,2,77,0,0,0,0,0,0
38073,59,1,33,0,4300,2,2,0,1,1,33,0,1,1,0,2,47,0,0,0,2,0,0
36118,34,0,26,0,5209,3,2,3,1,0,9,0,2,1,1,0,71,0,0,0,2,0,0
26955,27,0,4,1,7816,2,1,0,2,0,99,1,0,0,0,2,58,1,0,0,2,2,1
58481,37,1,17,3,6117,3,0,0,0,0,82,2,2,3,0,2,35,0,0,0,0,0,0
27249,58,0,37,2,8117,0,0,3,1,1,61,2,1,2,0,2,75,1,0,1,2,0,0
14602,43,1,35,3,5544,2,3,2,2,1,13,1,1,1,2,0,112,0,0,0,1,2,1
25876,49,0,17,2,9455,1,3,2,0,0,10,4,1,0,2,0,76,0,0,0,3,2,1
49018,40,1,17,4,8864,0,2,1,1,1,11,1,1,2,0,1,30,0,0,1,2,1,1
21844,32,1,20,0,5284,2,1,0,3,0,53,0,2,2,2,2,95,1,0,0,2,1,1
1031,21,1,9,2,8258,2,0,0,0,0,50,1,1,5,1,2,16,0,0,0,2,0,1
37736,32,0,14,0,3361,1,3,0,1,0,87,0,2,1,1,1,58,1,0,0,3,1,0
144,24,0,16,4,7353,2,1,0,0,0,90,2,1,0,0,1,78,0,0,0,1,1,0
27048,54,0,46,4,11564,1,3,0,2,0,82,3,1,2,0,1,118,0,0,0,2,2,0
18336,44,0,15,1,8235,0,2,2,0,0,57,4,2,0,0,1,92,0,0,0,0,2,0
51660,48,0,40,3,5401,1,3,0,2,1,34,1,0,0,1,1,93,1,0,0,2,2,1
24659,39,1,11,4,8715,2,2,0,1,0,65,3,1,0,0,1,53,1,0,0,1,1,1
13814,26,1,2,2,6077,2,0,1,0,0,38,2,2,0,1,1,43,0,0,0,1,0,0
17021,56,1,22,1,7430,2,0,0,0,0,20,2,2,1,0,0,39,0,0,0,1,1,1
46102,30,1,16,1,7091,0,3,2,2,1,8,1,1,3,1,1,33,0,0,0,3,1,1
43012,20,1,12,2,7297,2,0,0,2,0,80,0,1,4,0,1,41,0,0,0,0,1,1
13902,53,1,1,0,5320,1,1,0,0,0,47,0,1,4,1,1,71,0,0,0,2,0,1
57370,47,1,4,4,6394,2,3,2,2,1,9,1,2,3,2,1,10,0,0,1,2,0,1
62246,38,0,23,0,4644,2,1,1,0,0,58,3,2,1,0,0,93,0,0,0,2,2,0
39281,27,0,10,0,4901,1,3,1,0,0,6,3,1,1,0,0,40,1,0,0,2,0,1
1546,35,0,11,4,10392,3,0,0,1,1,43,3,1,0,2,0,30,0,0,1,2,3,1
22101,38,0,28,2,7425,3,0,2,1,1,12,2,2,0,1,1,58,0,0,0,3,0,0
71364,56,1,5,0,4858,2,1,0,0,0,86,3,2,1,1,1,43,0,0,0,0,0,0
15234,35,0,18,4,7086,1,0,0,0,1,44,2,1,1,0,1,85,0,0,1,1,0,1
62319,44,1,18,3,5732,0,0,0,0,0,51,0,2,0,0,1,43,0,0,1,2,1,0
40915,18,1,5,2,7604,0,3,1,0,0,42,0,1,4,2,2,40,0,0,0,2,2,1
63329,57,1,7,4,7329,2,0,0,1,0,89,3,2,0,2,1,45,1,0,0,1,1,1
20329,26,1,9,4,8446,3,3,0,0,0,59,1,0,0,0,0,73,0,0,1,0,2,0
56717,34,1,10,4,9609,1,0,2,2,0,28,2,2,0,1,0,34,0,0,0,1,0,0
12469,28,0,19,2,8355,1,0,1,2,0,30,0,1,6,1,1,81,0,0,0,0,1,0
5172,31,1,5,3,5853,3,3,3,0,0,20,1,2,2,1,1,33,0,0,0,1,3,0
