1,15400,56,0,31,4,9169,0,0,0,2,0,58,2,1,1,1,0,75,1,0,0,2,1
1,21360,29,0,3,3,6423,2,0,1,0,0,24,2,1,4,0,0,75,1,0,0,2,2
1,4113,54,1,23,2,7911,1,1,0,0,1,93,3,2,2,2,1,31,1,0,1,0,0
0,36282,35,1,12,3,6759,3,3,0,1,0,36,0,0,1,0,1,69,0,0,0,1,0
0,37893,58,1,2,0,4483,1,0,1,2,1,56,3,1,0,0,2,21,0,0,1,3,0
1,51244,56,1,45,4,8338,1,0,0,0,1,36,1,1,0,0,1,97,1,0,0,0,2
1,65036,33,1,15,4,9529,1,0,2,2,0,70,1,2,4,0,0,39,1,0,0,3,2
0,7307,28,1,11,3,5681,2,1,3,1,0,84,1,1,0,1,1,30,0,0,1,1,2
1,45669,42,0,5,3,6367,2,2,2,1,1,39,1,2,2,2,1,56,0,1,0,2,0
1,36699,58,0,27,4,7014,2,0,2,0,0,38,2,2,0,2,1,93,0,0,0,1,1
1,28236,34,0,19,0,3494,2,0,0,1,0,74,0,2,2,0,0,97,1,0,0,1,1
0,22889,28,0,20,0,3907,1,0,0,1,0,59,4,1,3,1,1,21,0,0,0,2,0
1,26643,32,1,5,4,10157,1,1,0,0,0,4,3,1,3,1,2,54,1,0,0,2,2
1,68107,33,1,3,1,7786,2,0,0,1,1,98,0,1,4,1,0,37,0,0,0,1,1
1,21647,32,0,9,1,8284,0,2,0,0,0,84,1,1,5,0,1,41,0,0,0,2,1
1,13060,24,0,6,3,6084,3,0,2,0,1,23,2,1,0,1,2,27,1,0,0,0,0
1,15117,37,1,14,1,6442,2,0,1,1,1,50,3,1,1,1,2,17,0,0,0,1,1
0,56359,34,1,3,2,10419,3,2,0,1,0,85,3,2,1,2,1,57,0,0,1,2,1
0,6078,18,0,5,0,6696,2,1,1,2,0,55,1,2,2,1,1,17,0,0,0,2,0
1,42016,58,1,49,2,6833,3,3,2,2,0,44,1,1,0,0,1,105,1,0,0,2,1
0,58771,20,0,7,3,6775,2,2,0,0,0,76,1,1,1,1,1,22,0,0,0,2,0
1,1967,38,0,12,3,6914,0,0,3,3,0,17,2,2,3,1,1,16,0,0,0,2,1
1,42635,47,1,22,1,5230,2,0,0,2,0,15,3,1,1,2,1,46,0,0,0,0,0
0,11335,36,1,4,4,7868,2,3,0,1,0,35,1,0,2,0,2,78,0,1,1,3,0
1,58584,31,1,21,0,5126,2,0,0,1,0,15,3,0,2,0,2,99,0,0,0,2,2
1,14874,21,0,10,2,8616,2,0,0,1,1,23,1,1,3,1,0,65,0,0,1,3,2
0,44382,33,0,21,4,9894,2,1,0,1,0,78,3,0,0,0,1,31,0,0,1,3,3
1,2464,40,1,17,0,3805,3,3,1,1,0,22,0,1,0,1,0,53,1,0,1,2,3
1,63750,33,1,15,4,9808,0,3,0,3,0,11,1,2,5,1,0,19,0,0,1,0,2
1,4140,18,1,8,0,4045,2,2,2,2,0,42,0,2,1,2,1,59,0,0,0,3,3
1,70309,18,1,9,4,10546,2,0,0,0,1,46,1,1,4,1,2,46,0,0,1,3,0
0,31134,58,0,50,3,5808,0,0,0,0,0,72,1,2,0,1,1,85,1,0,0,2,1
0,37749,46,0,18,0,2906,3,0,1,0,0,78,2,1,4,1,0,55,1,0,1,3,1
0,38957,42,1,15,0,5237,1,0,1,1,0,27,3,0,0,0,1,67,0,0,0,1,2
1,58662,53,1,38,4,6964,3,0,0,2,0,19,3,2,0,0,0,51,1,0,0,1,1
1,39725,45,0,20,0,4390,3,0,1,1,0,8,3,1,4,2,2,34,0,0,1,3,1
1,73129,30,1,5,3,5808,0,0,0,1,0,71,4,0,1,0,1,61,1,0,1,0,2
0,40401,54,0,29,4,8163,1,3,0,2,1,37,3,2,1,1,2,33,0,0,0,3,0
1,67662,53,1,1,4,6403,1,2,0,0,0,4,2,1,4,1,1,39,0,0,0,1,1
1,64260,36,0,18,3,6499,0,3,0,0,1,13,2,0,0,0,2,30,1,0,0,3,1
0,12698,53,1,22,0,3946,1,0,2,1,0,61,1,0,4,0,2,47,0,0,0,3,2
0,38381,42,0,26,0,3921,1,0,0,0,1,41,1,1,0,1,2,50,0,0,1,2,0
1,28311,53,1,45,3,5853,2,2,1,1,1,52,0,1,0,0,2,118,0,0,0,2,0
0,22720,26,1,13,2,9373,1,3,0,0,0,55,2,1,3,0,1,44,0,0,0,3,1
1,61465,59,1,21,2,7939,0,0,0,0,0,43,1,1,1,1,1,56,0,0,1,2,1
1,65008,35,0,5,2,8103,3,0,0,2,1,52,0,1,5,1,1,57,0,0,0,2,1
1,39091,28,1,6,0,5035,2,0,0,3,1,37,3,2,1,1,1,83,1,0,1,3,2
1,38459,55,0,29,4,9480,2,0,0,0,0,41,1,1,0,2,2,80,0,0,0,2,1
1,47188,32,1,2,4,8960,2,0,1,1,0,97,0,1,5,0,2,74,0,0,0,1,1
0,4791,50,1,34,1,9268,2,1,0,0,1,51,1,2,2,0,0,62,0,0,0,3,0
1,20029,38,0,26,2,9168,2,0,0,0,1,53,0,1,6,0,1,84,0,0,0,0,0
0,42482,55,1,41,0,3262,2,0,2,0,0,97,1,0,0,0,1,100,1,0,0,0,2
1,4199,34,1,19,4,7158,2,0,2,2,1,74,4,2,4,1,1,68,0,0,0,3,0
1,18927,46,1,25,4,6286,2,2,2,2,0,14,0,1,2,0,2,39,0,0,0,0,1
0,57952,54,0,39,4,7739,1,0,1,2,0,54,2,1,2,0,2,92,0,0,0,1,2
1,21516,44,1,26,4,9124,0,0,0,0,0,71,0,1,0,2,1,69,0,0,0,2,3
0,594,55,1,22,3,5674,3,1,0,2,0,9,2,0,0,0,1,95,0,0,0,0,1
1,29876,30,0,18,4,9111,2,0,0,0,0,38,0,2,1,0,0,90,0,0,0,0,1
1,57803,35,1,22,4,9264,3,2,0,3,1,51,0,1,0,1,0,82,1,0,0,1,2
0,11121,38,1,29,2,9413,2,0,3,0,0,83,3,2,0,0,1,46,0,0,0,3,1
1,8017,35,1,5,4,10779,0,2,0,2,1,78,1,0,3,0,2,30,0,0,1,2,0
1,69920,25,1,8,3,5494,2,0,0,1,0,8,3,1,0,2,2,87,0,0,0,1,2
0,28701,25,0,9,0,3807,1,0,0,1,1,36,2,1,5,0,1,80,0,0,1,1,3
1,43994,25,1,11,0,4638,3,0,2,0,1,40,3,0,2,1,1,37,0,0,0,1,0
1,70556,54,1,22,4,11176,2,0,0,1,0,84,2,0,1,0,0,44,0,0,1,2,1
0,63267,33,1,4,4,9815,1,0,1,0,1,62,1,2,3,1,1,33,0,0,1,1,1
1,20046,18,0,10,3,5905,0,0,0,1,1,31,0,2,2,1,1,14,1,0,0,2,0
0,5441,23,0,5,1,7655,0,2,0,3,0,53,0,0,2,0,1,6,0,1,0,3,2
0,5545,39,1,27,3,6699,1,3,0,0,0,95,3,1,0,0,0,57,0,0,0,0,1
0,24682,29,1,8,0,4565,1,0,1,2,0,60,3,2,4,0,0,39,1,0,0,0,1
1,14949,22,1,4,4,8106,0,0,0,3,0,45,0,2,0,1,1,16,1,0,1,3,2
1,16898,40,0,31,3,6081,1,0,0,2,0,6,1,1,4,2,2,85,0,0,0,3,2
1,58507,27,1,9,3,5481,0,0,2,0,1,43,1,0,4,1,1,29,0,1,0,2,0
0,52321,25,1,14,2,6605,0,0,0,0,0,50,0,1,3,0,1,80,0,0,0,0,1
0,2951,18,0,1,2,8561,3,1,2,1,0,74,2,0,1,0,1,21,0,0,0,2,0
0,36071,42,0,23,4,7921,0,2,0,1,1,95,1,1,0,1,2,94,0,0,1,2,1
1,6731,45,1,36,4,7816,2,3,0,0,1,52,0,1,0,0,0,59,0,0,0,2,1
1,30278,33,0,12,1,6131,2,0,0,0,1,72,4,2,4,2,1,19,1,0,0,2,1
1,3077,26,1,16,3,5572,2,3,0,3,0,39,2,1,0,2,2,93,0,0,1,0,0
1,68412,43,0,4,0,5611,2,3,0,2,0,89,1,1,1,1,1,31,0,0,1,2,2
1,29553,22,1,3,2,8727,2,0,0,3,0,16,3,1,1,0,0,38,0,0,0,2,1
0,30497,52,0,33,1,7867,0,2,0,0,1,21,3,2,1,0,1,59,0,0,0,2,1
1,3076,35,1,14,2,6660,2,2,1,2,0,96,0,1,5,1,2,39,0,0,0,2,0
1,37889,23,1,8,4,10423,3,1,0,0,1,20,1,1,1,1,1,53,0,0,1,0,1
1,19813,51,1,16,4,9804,3,0,0,0,0,89,0,0,0,2,2,60,0,0,0,2,2
0,32217,46,0,34,0,3861,0,0,2,2,0,70,2,2,4,2,1,66,0,0,0,3,0
1,37778,53,0,23,3,5154,2,3,0,0,0,99,3,1,3,2,1,72,0,0,0,1,2
0,11224,38,0,20,0,4800,3,0,2,0,0,57,0,2,2,1,0,24,0,0,0,3,1
1,63483,55,1,23,2,8786,2,0,2,0,0,96,2,0,3,0,1,93,0,0,1,2,2
1,69699,20,1,12,2,9255,3,2,0,0,0,21,0,1,1,1,1,26,0,0,0,2,1
0,72141,34,0,12,0,5085,1,0,0,0,0,25,0,0,0,0,2,49,1,0,0,2,1
1,19983,32,1,8,0,4430,2,3,0,0,0,46,4,2,1,2,1,37,0,0,1,3,1
0,13941,58,1,37,4,10186,0,2,2,0,0,83,1,1,3,0,0,77,0,0,0,3,2
1,44577,20,0,10,2,7700,3,0,0,2,0,87,3,2,2,2,1,71,0,1,0,2,1
1,55682,56,0,46,2,8326,1,0,0,0,0,76,2,1,1,0,1,76,0,0,0,1,2
1,67107,29,0,9,3,6649,2,2,0,1,0,40,1,0,0,0,2,27,0,0,0,2,1
1,50111,25,1,12,0,4487,2,0,2,0,0,20,3,1,2,1,1,27,1,0,0,3,1
0,54905,58,1,26,1,5096,3,2,0,0,0,48,0,2,2,1,1,68,0,0,0,2,1
1,10863,45,1,30,0,3119,0,0,0,3,0,11,1,1,1,1,2,65,0,0,1,2,1
1,42038,45,1,28,3,6845,1,0,0,1,0,8,3,2,0,1,2,73,0,0,1,2,0
0,30372,47,0,11,0,6404,1,0,0,1,0,22,1,2,1,1,2,84,0,0,0,2,0
1,73645,39,1,16,1,9380,1,3,0,0,0,73,1,1,3,2,1,79,0,0,0,0,3
1,53919,38,0,11,0,4375,3,2,0,0,1,45,2,2,4,2,1,60,1,0,0,3,1
1,41289,42,1,21,4,9322,2,0,0,0,0,44,4,2,1,1,1,66,0,0,0,2,1
0,37890,19,1,5,1,6373,2,3,1,0,1,46,0,1,2,1,0,64,0,0,0,3,2
0,12397,22,1,3,3,6183,1,2,0,0,0,53,1,1,3,0,1,55,0,0,1,0,1
1,53043,18,1,1,2,7636,3,2,2,1,1,51,1,1,0,1,2,17,0,0,0,2,0
1,61540,55,0,35,2,7065,2,2,0,0,0,13,2,2,0,1,1,105,0,0,0,2,3
1,55220,56,0,33,0,2977,2,0,0,0,0,39,1,2,2,0,1,47,1,0,0,2,1
0,53512,24,0,15,4,10030,1,1,0,2,0,20,0,2,2,1,0,49,0,0,0,3,2
0,66817,54,1,32,0,5044,1,0,0,1,1,89,1,1,1,1,2,98,0,0,0,2,1
0,10652,40,1,8,4,9432,2,0,0,0,0,52,1,0,2,1,0,84,0,0,0,2,1
1,44210,41,1,9,2,8945,1,1,0,1,0,82,4,1,0,2,2,11,1,0,0,1,1
0,27074,56,1,26,3,5744,2,0,0,0,1,82,3,2,3,2,1,77,0,0,0,0,1
0,3318,57,1,44,0,5658,2,3,1,1,1,85,0,1,0,0,0,52,0,0,0,1,0
1,66666,25,1,1,4,7418,1,0,2,0,0,51,0,0,4,1,1,43,0,1,0,2,0
1,43700,31,1,16,0,3953,3,3,0,0,1,29,0,1,4,1,0,49,0,0,1,2,1
0,49489,38,1,25,4,8841,3,2,0,3,1,77,2,2,0,0,0,39,0,1,0,0,1
0,56003,52,1,22,2,7385,1,0,2,0,0,83,1,2,5,1,1,62,0,0,0,2,2
1,59825,57,1,41,1,7363,2,1,1,0,1,35,2,2,5,1,2,103,0,1,0,2,1
0,38898,55,1,15,3,6560,2,3,0,1,0,72,2,1,1,1,1,16,0,0,0,2,0
1,40312,51,1,1,4,9724,2,0,0,0,1,42,2,1,2,1,1,17,0,0,1,2,1
1,35539,54,1,24,2,8647,1,0,1,3,0,8,2,0,1,1,1,62,0,0,0,2,1
1,53505,23,0,9,1,9625,0,2,2,2,1,89,3,0,4,0,1,19,0,0,0,2,0
1,49007,34,0,24,4,9337,1,0,0,0,0,26,3,2,0,1,1,67,0,0,0,1,3
0,41878,40,0,24,0,4261,1,0,0,2,1,73,4,1,0,1,2,67,0,0,0,3,1
1,73126,38,0,21,4,7375,0,0,2,0,0,18,0,2,0,2,0,91,0,0,0,2,1
1,26827,26,1,17,2,7015,2,0,0,2,0,7,2,2,1,2,1,84,0,0,0,3,2
1,52945,23,0,1,4,9848,2,3,0,2,0,79,1,1,0,2,0,32,0,1,0,2,1
0,52501,55,0,2,3,5981,0,0,0,0,0,80,2,1,0,0,1,26,0,0,1,2,2
1,8061,53,0,14,2,5971,2,3,0,1,0,74,0,1,3,2,2,38,0,0,0,3,0
1,35715,36,0,11,0,5184,1,1,3,0,0,22,3,1,3,2,2,30,0,0,0,3,2
1,35710,59,1,46,0,5971,0,1,2,2,1,89,0,0,1,1,1,124,0,0,0,2,0
0,31307,56,1,25,4,9659,1,0,1,1,0,61,3,0,1,0,1,32,0,0,0,1,2
0,20699,46,0,12,4,10862,1,1,0,1,0,68,1,0,3,0,2,83,0,0,0,3,3
1,559,46,1,24,0,4938,1,3,0,1,0,2,1,1,0,0,1,58,1,0,0,2,2
1,48925,18,1,7,1,7693,1,2,0,3,0,49,2,1,0,2,2,9,0,0,1,3,1
1,60949,41,0,4,2,10535,0,2,0,2,0,85,1,2,3,1,1,37,1,0,0,1,1
1,34168,57,1,8,3,5412,2,0,2,3,1,18,2,1,0,2,1,84,1,0,0,2,1
1,51808,57,1,11,4,10195,2,0,2,0,0,28,4,1,1,1,1,79,0,0,0,2,2
1,32674,57,1,33,2,7765,2,0,0,2,0,62,1,0,1,0,1,95,1,0,0,1,2
1,50492,47,1,20,4,6300,2,0,0,2,1,83,0,0,1,1,0,70,1,0,0,3,1
1,15905,41,1,3,0,5780,2,2,0,0,0,12,1,1,1,2,0,55,1,0,1,2,3
1,5147,43,0,21,2,8642,0,0,0,2,0,1,0,1,3,0,1,30,0,0,0,1,0
0,9245,26,0,16,3,6094,2,3,0,0,0,98,0,0,2,0,2,56,1,0,0,3,1
1,65305,48,1,23,1,8516,2,3,0,1,0,95,1,1,0,2,2,80,1,0,0,2,1
1,47880,39,1,27,0,5358,2,3,0,3,0,50,3,1,2,2,1,98,0,0,0,0,0
1,37449,39,1,8,3,6240,0,0,0,0,0,55,1,1,3,0,2,72,0,0,0,1,1
0,60107,52,0,5,2,8513,1,0,0,1,1,85,2,2,2,1,0,27,0,0,1,3,2
1,15523,32,1,16,4,9822,0,0,0,1,1,60,0,1,4,0,1,32,0,1,1,2,1
1,11669,57,1,17,1,10495,0,3,0,2,1,19,0,0,2,0,1,19,0,1,0,0,1
1,52546,41,0,6,0,3943,2,0,0,0,0,31,1,1,1,1,1,20,0,1,0,2,1
1,56465,48,0,25,1,7912,0,3,0,0,0,68,1,2,1,2,1,45,0,0,0,2,0
1,37939,24,0,9,4,7566,2,1,2,0,0,84,2,1,1,2,1,70,0,1,0,2,1
0,56398,36,1,12,2,8551,2,1,0,0,1,83,3,0,3,0,0,83,0,0,0,1,0
0,1268,34,1,13,1,9462,2,2,0,2,1,86,3,2,1,0,1,30,0,0,0,1,2
0,19457,37,0,22,2,6093,0,0,2,1,0,16,2,1,0,0,0,88,0,0,0,1,0
1,28679,37,1,14,0,4774,0,2,0,0,0,25,3,2,1,2,0,63,0,0,0,2,1
0,16291,22,1,1,2,8557,0,2,0,2,0,79,3,1,4,1,0,27,0,0,0,3,1
0,46684,47,0,24,4,9820,0,0,0,0,0,34,0,1,2,0,1,42,0,0,0,0,0
1,58358,54,1,3,2,8588,0,0,0,0,1,40,3,1,1,1,1,64,1,0,0,2,1
0,37408,50,0,18,3,5702,1,0,0,1,0,82,1,0,3,2,2,91,0,0,0,1,1
0,38840,47,0,10,2,7014,2,3,2,1,0,15,0,1,0,0,2,70,1,0,1,1,1
1,70876,44,0,20,4,10213,2,1,2,1,1,52,0,0,1,0,1,93,0,0,0,2,2
1,14779,55,1,28,2,9043,1,0,1,2,0,87,1,2,0,1,2,31,0,0,0,2,0
0,73628,25,1,4,2,8086,0,2,0,0,1,76,1,2,1,1,1,68,0,0,0,2,1
0,42565,27,0,2,1,9661,1,0,1,0,1,90,3,1,2,1,0,8,1,0,0,0,0
1,19779,32,1,20,0,4956,0,0,0,0,1,43,2,1,2,2,1,85,0,0,0,1,2
0,46506,34,1,24,4,10473,2,3,0,1,0,44,0,2,1,2,1,93,0,0,0,1,0
1,19792,23,0,2,4,12524,1,0,0,0,0,95,3,1,2,2,1,11,0,1,0,2,1
1,69766,31,0,1,0,5101,2,0,0,1,0,13,1,1,2,1,2,37,0,0,0,3,2
0,48465,19,1,2,3,6396,3,2,0,1,0,11,0,2,3,1,0,66,0,0,0,2,2
0,46267,35,1,9,0,3965,1,0,2,0,0,16,1,1,2,1,1,49,0,0,0,2,1
1,8573,19,1,2,0,3824,0,0,2,2,1,41,1,2,0,2,2,64,1,0,0,1,2
1,64029,29,1,17,2,8595,0,3,0,0,0,66,1,2,1,0,1,77,1,0,0,2,1
1,30737,44,1,7,2,9019,3,0,2,3,1,84,0,1,2,1,1,30,1,0,0,3,1
0,54224,18,1,4,4,9139,1,3,0,0,1,46,1,1,2,1,2,79,0,0,0,2,0
1,21996,48,0,26,2,7958,2,1,1,3,1,92,3,1,2,0,1,27,1,0,0,2,1
0,62652,55,1,29,4,9732,1,3,1,2,1,63,3,2,0,0,1,90,0,0,0,3,2
0,27228,39,0,13,4,8432,0,3,0,2,0,72,1,2,2,1,1,50,0,0,0,1,0
1,26526,19,0,8,4,10477,2,3,0,1,0,70,2,1,3,1,0,61,1,0,0,0,0
0,59560,34,1,18,4,9963,3,2,2,2,1,83,1,1,4,0,1,89,0,0,0,2,1
1,54630,43,1,14,4,8817,0,3,0,4,0,18,4,0,3,0,1,52,0,0,0,0,2
1,5216,21,1,12,3,5341,1,3,2,1,0,38,1,1,3,1,0,84,1,0,0,2,2
0,40523,25,0,3,2,8061,2,1,1,2,1,77,1,2,1,0,0,16,0,0,0,2,2
0,70599,40,0,23,3,6319,0,1,0,0,0,91,3,1,2,1,0,93,0,0,0,0,1
0,36459,31,1,2,2,9692,3,3,1,1,1,22,3,1,0,0,1,17,0,0,0,2,1
1,11737,42,1,23,0,5797,2,0,3,1,0,73,0,0,0,2,1,101,0,0,0,1,2
1,69960,53,1,31,0,4554,2,0,1,0,1,33,1,0,2,0,1,110,0,0,0,2,1
1,46123,36,1,18,3,4870,2,2,1,2,1,79,3,1,4,1,1,53,1,0,0,2,2
1,12105,38,1,17,0,4885,2,3,0,1,1,92,1,1,0,2,2,88,0,0,0,2,1
1,39574,19,0,10,4,12160,3,0,1,0,0,84,4,1,0,1,0,18,0,0,0,2,2
0,31315,57,1,30,0,4299,2,3,0,0,0,28,3,0,0,0,2,35,0,0,1,2,0
1,52600,35,0,20,3,5136,2,0,1,3,0,76,0,2,2,2,2,71,0,0,1,3,1
1,64550,29,0,13,2,9071,3,0,0,3,0,45,1,1,2,2,1,84,0,0,0,2,2
1,30233,44,0,19,2,8452,2,3,2,2,0,36,0,1,3,1,1,29,1,0,0,1,2
1,63248,18,1,9,2,7651,0,3,1,0,0,14,1,1,3,0,1,87,0,0,0,0,0
1,32864,26,1,6,0,4302,1,3,0,1,0,98,0,1,4,2,1,20,0,0,1,2,2
1,5595,53,1,24,0,4649,0,0,0,3,0,71,1,2,0,0,0,67,0,0,0,2,1
0,4741,45,0,10,0,5209,2,1,1,0,0,75,0,2,0,0,0,54,0,1,0,2,1
1,62439,44,0,31,4,10339,1,3,1,2,1,61,0,0,4,2,0,108,1,1,0,3,3
1,68970,57,0,29,2,6703,2,3,0,2,0,36,3,1,3,1,2,100,0,0,0,2,1
1,22946,42,0,21,4,8294,2,2,0,3,0,53,1,1,3,1,1,67,1,0,1,3,0
0,30485,42,1,17,0,4510,3,2,0,0,0,21,3,2,2,0,2,32,0,0,0,3,0
0,1493,59,1,35,2,8940,2,3,0,0,1,61,2,2,0,1,1,73,0,1,0,2,3
1,35823,33,0,14,2,7377,2,0,0,0,1,59,4,1,0,0,1,48,0,0,0,2,1
1,42879,29,0,5,2,8153,1,0,3,0,0,96,0,2,0,1,1,63,1,0,1,2,2
0,40587,34,0,11,2,7449,1,0,1,0,0,72,3,2,0,1,0,44,0,0,0,2,1
1,25637,43,1,5,3,5848,1,2,2,0,1,78,0,2,1,1,1,56,1,0,0,2,0
1,68781,41,0,23,0,3574,2,3,2,0,0,78,1,1,0,1,2,77,1,0,1,1,2
0,30068,46,0,37,4,9361,2,3,0,1,0,62,0,2,1,0,0,100,0,0,0,2,3
1,25184,23,0,14,1,8461,2,0,0,1,1,38,1,1,3,2,1,52,0,0,0,3,2
1,19450,43,1,33,3,5889,2,0,3,0,0,13,4,0,0,1,2,72,0,0,0,2,1
0,17513,51,0,9,4,11122,3,0,3,2,0,97,3,2,3,1,0,87,0,0,0,2,1
0,26562,55,1,4,4,8490,2,0,2,0,1,3,1,2,5,0,1,75,0,0,1,1,1
1,73593,38,1,6,3,5750,2,3,2,0,1,50,0,1,1,1,2,27,0,0,1,2,1
0,38606,40,0,5,2,9606,0,0,2,2,0,99,0,1,2,1,1,62,0,0,0,1,0
1,53870,34,1,18,1,7685,3,0,0,2,0,17,3,1,0,1,0,53,0,0,0,1,0
1,22362,46,1,2,0,4355,2,0,2,0,1,52,0,1,1,0,1,7,0,0,0,2,2
1,7657,47,1,25,4,8504,2,0,2,0,0,64,2,2,6,0,1,58,0,0,0,2,1
1,72719,21,1,2,3,5865,0,3,0,1,1,92,3,1,1,1,1,13,1,0,0,3,2
1,69890,46,0,18,4,10768,0,0,0,2,1,22,4,1,1,0,2,32,0,0,0,2,2
1,33397,33,0,19,4,7442,2,1,0,0,0,35,2,2,1,1,1,52,0,0,1,0,2
1,12688,52,1,43,2,8212,1,0,2,1,0,45,0,1,4,2,0,60,0,0,1,3,1
1,67899,18,1,9,0,5902,2,2,1,2,0,90,3,2,0,1,0,79,1,0,0,3,2
1,43096,25,1,8,4,10651,0,0,0,0,0,85,1,1,4,0,2,12,0,0,0,2,2
1,3115,49,1,17,0,4705,1,0,0,0,0,33,0,1,0,0,1,45,1,0,0,1,0
1,53490,51,1,11,4,8831,2,3,2,0,0,74,3,2,3,0,1,20,1,0,0,3,0
1,11280,55,0,4,0,6424,2,0,0,2,0,21,0,1,2,1,2,34,0,0,1,2,1
1,30567,48,0,28,3,6330,2,0,0,0,1,70,1,1,2,2,0,64,0,0,1,2,2
0,42789,44,0,35,4,10586,3,0,0,0,1,83,0,2,2,0,0,70,0,0,0,2,1
1,68340,23,0,2,2,8540,2,3,1,1,0,28,1,2,0,2,2,65,1,0,1,3,2
1,21106,32,1,11,4,10086,2,2,0,0,1,23,3,1,4,2,0,62,0,0,0,3,0
