Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
53105,58,Female,39,Healthcare,6929,Fair,High,High,0,No,56,Associate Degree,Married,3,Entry,Large,76,No,Yes,Yes,Poor,High,Left
40919,21,Male,2,Healthcare,10167,Fair,High,High,0,Yes,54,Associate Degree,Married,2,Mid,Medium,65,No,No,No,Fair,Medium,Left
63135,51,Male,16,Healthcare,9063,Poor,Very High,Average,0,No,9,Associate Degree,Single,1,Mid,Small,90,No,No,Yes,Good,Low,Left
65852,45,Female,20,Healthcare,8926,Excellent,High,Average,4,No,89,High School,Single,1,Senior,Small,80,Yes,No,No,Good,Medium,Stayed
32413,30,Female,15,Education,3204,Good,High,Low,0,No,45,Bachelor’s Degree,Divorced,1,Senior,Small,94,No,Yes,No,Excellent,Low,Stayed
71343,29,Female,11,Finance,9306,Fair,High,Average,0,No,51,Master’s Degree,Single,2,Entry,Large,45,No,No,No,Excellent,Low,Left
27498,59,Male,43,Education,4862,Good,Low,Average,0,No,28,Associate Degree,Married,1,Mid,Small,119,No,No,No,Good,High,Stayed
57482,35,Female,26,Technology,7576,Excellent,High,Low,4,No,81,High School,Married,5,Mid,Small,53,No,No,Yes,Good,Low,Stayed
38163,40,Female,29,Finance,11735,Fair,High,Average,3,No,87,Associate Degree,Divorced,3,Entry,Small,56,No,No,No,Fair,Medium,Stayed
55188,20,Male,2,Media,6453,Excellent,Medium,Average,0,No,51,Associate Degree,Married,0,Entry,Small,62,No,No,No,Good,High,Stayed
43292,50,Male,18,Technology,7359,Good,High,High,1,No,67,Associate Degree,Divorced,2,Entry,Medium,63,No,No,No,Good,Low,Left
72087,44,Male,35,Healthcare,7838,Fair,High,Average,1,No,19,Associate Degree,Married,4,Senior,Small,53,No,No,No,Excellent,High,Stayed
23689,20,Female,3,Technology,10943,Poor,High,Below Average,0,No,62,Associate Degree,Single,0,Entry,Medium,15,No,No,No,Fair,Medium,Left
41073,28,Male,20,Finance,10513,Good,High,Average,0,No,73,Bachelor’s Degree,Married,1,Mid,Medium,94,No,Yes,No,Poor,Medium,Stayed
24229,28,Male,6,Healthcare,6669,Good,Very High,High,0,No,39,PhD,Single,3,Mid,Large,41,No,No,No,Poor,Low,Left
26101,36,Male,17,Technology,8309,Good,High,Average,2,Yes,24,Associate Degree,Single,0,Mid,Large,89,No,No,No,Good,Low,Stayed
18495,40,Male,4,Media,6426,Fair,High,Average,0,No,13,Bachelor’s Degree,Married,1,Entry,Medium,10,No,No,No,Excellent,Medium,Left
70389,56,Female,46,Healthcare,8423,Good,High,High,0,No,96,Master’s Degree,Single,3,Entry,Medium,118,No,No,No,Fair,Medium,Left
13011,47,Male,1,Technology,8723,Good,Very High,High,2,No,73,High School,Married,1,Senior,Small,32,No,No,No,Fair,Low,Stayed
34213,21,Male,13,Healthcare,9152,Poor,High,Average,0,No,60,Bachelor’s Degree,Married,0,Entry,Medium,20,Yes,No,No,Good,Very High,Stayed
1115,18,Female,7,Technology,8546,Poor,Very High,High,0,Yes,94,High School,Single,1,Senior,Small,64,Yes,No,No,Fair,High,Left
68988,22,Female,13,Media,5797,Excellent,Very High,Below Average,0,No,78,PhD,Married,4,Entry,Small,49,Yes,No,No,Good,Medium,Stayed
36546,52,Male,19,Education,3625,Fair,High,Average,1,No,54,High School,Married,2,Mid,Small,32,No,No,No,Good,Low,Stayed
12809,44,Male,36,Finance,8048,Fair,Very High,Average,2,No,72,High School,Single,3,Mid,Medium,57,Yes,No,No,Fair,Medium,Left
46298,42,Male,26,Education,4205,Good,High,Average,1,No,89,Master’s Degree,Single,3,Senior,Medium,39,No,No,No,Fair,High,Stayed
37508,53,Male,41,Education,4373,Fair,High,Average,2,Yes,91,Master’s Degree,Married,4,Mid,Medium,53,No,No,No,Poor,Medium,Left
51580,22,Male,2,Finance,6925,Excellent,High,Average,1,No,79,Associate Degree,Married,2,Senior,Medium,73,Yes,No,No,Fair,Medium,Stayed
43465,50,Male,38,Healthcare,8299,Fair,Low,Low,0,No,28,Bachelor’s Degree,Single,0,Mid,Large,59,No,No,No,Fair,High,Left
36678,56,Female,40,Technology,11556,Good,Medium,Average,2,No,1,PhD,Single,2,Mid,Small,66,No,No,No,Excellent,Medium,Stayed
41684,42,Male,10,Media,5820,Fair,Very High,High,1,Yes,86,High School,Single,2,Senior,Small,82,No,No,Yes,Excellent,High,Left
70584,18,Male,6,Technology,7631,Fair,Low,Below Average,0,No,1,Master’s Degree,Single,3,Entry,Medium,69,No,No,No,Good,Low,Left
19528,39,Male,3,Media,5891,Good,Low,Average,2,Yes,88,High School,Divorced,4,Mid,Small,9,No,No,No,Good,Medium,Left
69121,22,Female,9,Finance,8376,Fair,High,Below Average,3,No,46,High School,Single,1,Mid,Medium,11,No,No,No,Good,Medium,Left
18487,28,Male,3,Media,6185,Fair,High,Average,0,No,51,Associate Degree,Married,0,Mid,Medium,62,No,No,Yes,Fair,Low,Left
20960,47,Female,13,Healthcare,6467,Good,High,Below Average,2,No,25,Bachelor’s Degree,Divorced,2,Entry,Medium,82,No,No,No,Poor,High,Left
4392,56,Female,6,Finance,6954,Good,High,Average,1,No,65,Bachelor’s Degree,Married,2,Entry,Small,17,Yes,No,No,Good,Medium,Left
6112,51,Female,33,Technology,7647,Good,Low,Average,1,Yes,6,High School,Married,1,Mid,Small,44,No,No,No,Fair,Low,Left
40908,55,Female,43,Healthcare,7440,Poor,Medium,High,0,Yes,1,High School,Married,0,Entry,Small,97,Yes,No,No,Good,Medium,Left
53019,56,Male,38,Healthcare,8883,Poor,Low,Average,0,No,69,Master’s Degree,Divorced,3,Mid,Medium,100,No,No,No,Fair,Low,Left
19879,24,Male,8,Education,5652,Good,High,High,0,No,76,High School,Married,1,Senior,Small,23,No,No,No,Fair,Medium,Stayed
63588,26,Male,5,Finance,7376,Fair,High,Average,0,No,70,Bachelor’s Degree,Married,1,Senior,Large,33,No,No,Yes,Poor,Low,Left
58518,52,Male,26,Technology,7306,Good,Low,Average,0,Yes,19,High School,Single,3,Entry,Small,35,Yes,No,No,Fair,Low,Stayed
62060,54,Male,42,Finance,10006,Good,High,Below Average,0,No,75,Master’s Degree,Married,1,Senior,Small,93,No,No,No,Good,Medium,Stayed
1127,45,Male,6,Technology,11421,Poor,High,Average,1,No,18,Bachelor’s Degree,Divorced,4,Mid,Small,27,Yes,No,Yes,Good,Low,Stayed
59154,20,Male,9,Healthcare,8161,Good,Low,Average,0,No,86,Bachelor’s Degree,Single,2,Mid,Medium,35,No,No,No,Good,Medium,Left
37737,51,Male,10,Education,3755,Good,High,Average,0,No,61,High School,Divorced,0,Entry,Medium,26,No,No,No,Good,Medium,Left
8386,51,Male,22,Media,5405,Excellent,Medium,Average,1,No,57,Master’s Degree,Married,3,Entry,Small,27,No,No,No,Fair,Medium,Stayed
45849,59,Male,32,Education,4113,Excellent,High,High,0,Yes,48,Master’s Degree,Single,3,Entry,Medium,82,No,No,No,Good,Low,Left
61853,47,Male,38,Media,6008,Fair,Very High,Average,0,No,12,High School,Married,0,Mid,Small,49,Yes,No,No,Good,Medium,Stayed
37320,58,Male,2,Media,6363,Fair,High,Average,2,No,19,High School,Married,2,Mid,Large,27,No,No,No,Poor,Medium,Stayed
29497,40,Female,27,Media,5980,Good,Medium,High,0,No,35,PhD,Single,2,Mid,Small,52,No,No,No,Good,High,Stayed
3777,45,Female,10,Media,5475,Good,High,Average,0,No,99,High School,Married,0,Mid,Medium,26,No,No,No,Good,Medium,Stayed
62193,38,Female,7,Media,6160,Good,High,Average,2,No,53,Bachelor’s Degree,Married,4,Entry,Medium,24,No,No,No,Good,High,Stayed
50742,29,Male,9,Media,6336,Fair,High,Below Average,1,No,95,Bachelor’s Degree,Married,3,Entry,Medium,79,No,No,Yes,Poor,Low,Left
65915,41,Female,29,Media,6243,Fair,High,Average,0,No,78,Bachelor’s Degree,Married,4,Entry,Medium,55,No,No,Yes,Poor,High,Left
51389,38,Male,14,Media,5733,Excellent,Very High,Average,1,No,12,Bachelor’s Degree,Married,2,Mid,Medium,62,No,No,No,Poor,High,Stayed
48390,51,Female,16,Technology,8988,Good,High,Below Average,1,Yes,94,High School,Married,1,Entry,Small,36,No,No,No,Good,High,Stayed
27698,38,Female,22,Media,5744,Good,Very High,High,1,No,95,Associate Degree,Married,3,Entry,Medium,62,No,No,No,Poor,Low,Left
35432,46,Female,14,Finance,6555,Excellent,High,Average,0,No,4,Master’s Degree,Single,0,Mid,Small,92,Yes,No,No,Good,Low,Stayed
